Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Lebanon,Asia (Asian Group),"AL (League of Arab States)|OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Repeal Articles 487, 488, 522 and 534 of the Penal Code",Slovenia,EEG (Eastern European Group),EU (European Union),5 - Specific action,Noted,"Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Establish a specialized police unit for investigating hate crimes, closely collaborating with the LGBT community and organizations in order to create a trusting relationship",Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Redouble its efforts to ensure the rights of LGBTI persons and, in line with the Human Rights Committee&#039;s recommendations, combat all forms of social stigmatization of homosexuality, bisexuality and transsexuality, and hate speech, discrimination and violence based on sexual orientation or gender identity",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"Sexual Orientation and Gender Identity|Treaty Bodies",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Support public education campaigns to combat hate speech, discrimination and violence related to sexual orientation and gender identity, as well as social stigmatization of LGBT persons",Brazil,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"Human rights education and training|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Improve implementation and enforcement of the Law on the Elimination of All Forms of Discrimination, particularly in its application towards the protection of individuals belonging to sexual and religious minority groups",Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,"Freedom of religion and belief|Minority rights|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Combat social stigmatization, hate speech, discrimination and violence motivated by sexual orientation or gender identity",Argentina,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Provide appropriate services with the necessary resources, including to train and raise the awareness of the judiciary and the public, in order to ensure that these new measures adopted to fight racial discrimination or gender/sexual identity discrimination are effective",Belgium,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,"Human rights education and training|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Take all necessary measures to effectively fight against discrimination, including against religious minorities and LGBTI persons",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,"Freedom of religion and belief|Minority rights|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Include in the implementation of its anti-discrimination legislation effective measures that strengthen religious tolerance, gender equality and equal rights for ethnic minorities, women and lesbian, gay, bisexual, transgender and intersex (LGBTI) persons, so as to increase tolerance and social inclusion in Georgian society",Netherlands,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,"Freedom of religion and belief|Minority rights|Racial discrimination|Sexual Orientation and Gender Identity|Women's rights",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Georgia,EEG (Eastern European Group),,"Strengthen existing law and practice to combat gender-based discrimination and sexual harassment, inter alia, with regard to labour",Poland,EEG (Eastern European Group),EU (European Union),4 - General action,Supported,"Labour rights|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),Amend the legal status of same-sex partnerships to ensure full equality in the eyes of the law,United Kingdom,WEOG (Western European & Other States Group),"Commonwealth|EU (European Union)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),Ensure further equality by allowing same-sex couples the right to marriage according to international standards,Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),Abolish all legal inequalities between registered same-sex partnership and marriage,Ireland,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),Ensure the equal rights of people by legally recognizing same-sex marriage,Iceland,WEOG (Western European & Other States Group),,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),Adjust regulation so that same-sex partners enjoy the same rights as other married couples as recommended in the report of the European Commission against racism and intolerance published on 13 October 2015,Denmark,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),"Ensure equal protection from all forms of discrimination, including by harmonizing and extending the scope of anti-discrimination laws to include the grounds of religion and belief, age and sexual orientation",Germany,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),"Intensify efforts to combat discrimination on all grounds, including age, religion and sexual orientation",Canada,WEOG (Western European & Other States Group),"Commonwealth|OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)",4 - General action,Noted,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),"Ensure equal protection from all forms of discrimination, including by extending the scope of anti-discrimination regulations, by including the grounds of religion and belief, age and gender identity",Bulgaria,EEG (Eastern European Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),"Harmonise anti-discrimination laws and broaden their scope to include as grounds religion, age and sexual orientation",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Austria,WEOG (Western European & Other States Group),EU (European Union),"Harmonize anti-discrimination laws by broadening their application scope so as to include the grounds of religion, belief, age and sexual orientation",Belgium,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",5 - Specific action,Noted,"Freedom of religion and belief|Racial discrimination|Sexual Orientation and Gender Identity",,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)","Amend the federal Marriage Act to allow same-sex couples to marry by changing the definition of marriage, and provide full recognition of same-sex marriages from overseas",Sweden,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Legally recognize same-sex marriage,Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
N/A,2019-09-26,Recommendation,Cycle 2 (2012 - 2016),23 - October 2015,Australia,WEOG (Western European & Other States Group),"Commonwealth|PIF (Pacific Islands Forum)",Revise the Marriage Act of 1961 in a way that ensures full equality with respect to the civil institution of marriage,Netherlands,WEOG (Western European & Other States Group),EU (European Union),3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
